plate_pair,plate,well,ecotype,site,seed_family,water_potential,cold_stratification,Date,Day
39,39_B,39_B_C,Iteroparous,I1,I1_2,-0.5,Not cold stratified,4/28/23,4
39,39_B,39_B_C,Iteroparous,I1,I1_2,-0.5,Not cold stratified,4/28/23,4
39,39_B,39_B_C,Iteroparous,I1,I1_2,-0.5,Not cold stratified,4/28/23,4
39,39_B,39_B_C,Iteroparous,I1,I1_2,-0.5,Not cold stratified,4/28/23,4
39,39_B,39_B_C,Iteroparous,I1,I1_2,-0.5,Not cold stratified,4/28/23,4
39,39_B,39_B_C,Iteroparous,I1,I1_2,-0.5,Not cold stratified,5/1/23,7
39,39_B,39_B_C,Iteroparous,I1,I1_2,-0.5,Not cold stratified,5/3/23,9
39,39_B,39_B_C,Iteroparous,I1,I1_2,-0.5,Not cold stratified,5/8/23,14
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/25/23,1
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/25/23,1
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/25/23,1
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/25/23,1
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/25/23,1
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/25/23,1
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/25/23,1
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/25/23,1
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/26/23,2
39,39_B,39_B_F,Semelparous,S3,S3_15,0,Cold stratified,4/26/23,2
4,4_A,4_A_D,Semelparous,S2,S2_1,0,Cold stratified,4/25/23,1
4,4_A,4_A_D,Semelparous,S2,S2_1,0,Cold stratified,4/25/23,1
4,4_A,4_A_D,Semelparous,S2,S2_1,0,Cold stratified,4/25/23,1
4,4_A,4_A_D,Semelparous,S2,S2_1,0,Cold stratified,4/25/23,1
4,4_A,4_A_D,Semelparous,S2,S2_1,0,Cold stratified,4/25/23,1
4,4_A,4_A_D,Semelparous,S2,S2_1,0,Cold stratified,4/25/23,1
4,4_A,4_A_D,Semelparous,S2,S2_1,0,Cold stratified,4/25/23,1
4,4_A,4_A_D,Semelparous,S2,S2_1,0,Cold stratified,4/26/23,2
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,4/28/23,4
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,4/28/23,4
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,4/28/23,4
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,5/1/23,7
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,5/1/23,7
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,5/1/23,7
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,5/1/23,7
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,5/1/23,7
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,5/1/23,7
4,4_B,4_B_C,Iteroparous,I1,I1_14,0,Not cold stratified,5/10/23,16
40,40_B,40_B_A,Semelparous,S1,S1_4,-0.5,Not cold stratified,4/28/23,4
40,40_B,40_B_A,Semelparous,S1,S1_4,-0.5,Not cold stratified,4/28/23,4
40,40_B,40_B_A,Semelparous,S1,S1_4,-0.5,Not cold stratified,4/28/23,4
40,40_B,40_B_A,Semelparous,S1,S1_4,-0.5,Not cold stratified,4/28/23,4
40,40_B,40_B_A,Semelparous,S1,S1_4,-0.5,Not cold stratified,5/1/23,7
40,40_B,40_B_A,Semelparous,S1,S1_4,-0.5,Not cold stratified,5/1/23,7
40,40_B,40_B_A,Semelparous,S1,S1_4,-0.5,Not cold stratified,5/1/23,7
40,40_B,40_B_B,Iteroparous,I3,I3_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_B,Iteroparous,I3,I3_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_B,Iteroparous,I3,I3_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_B,Iteroparous,I3,I3_16,-0.5,Cold stratified,5/1/23,7
40,40_B,40_B_B,Iteroparous,I3,I3_16,-0.5,Cold stratified,5/10/23,16
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/26/23,2
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/28/23,4
40,40_B,40_B_E,Iteroparous,I2,I2_16,-0.5,Cold stratified,4/28/23,4
41,41_A,41_A_C,Semelparous,S1,S1_4,-1,Not cold stratified,5/3/23,9
41,41_B,41_B_A,Semelparous,S2,S2_4,0,Not cold stratified,5/1/23,7
41,41_B,41_B_E,Iteroparous,I2,I2_12,-0.5,Not cold stratified,4/28/23,4
41,41_B,41_B_E,Iteroparous,I2,I2_12,-0.5,Not cold stratified,4/28/23,4
41,41_B,41_B_E,Iteroparous,I2,I2_12,-0.5,Not cold stratified,4/28/23,4
41,41_B,41_B_E,Iteroparous,I2,I2_12,-0.5,Not cold stratified,5/1/23,7
41,41_B,41_B_E,Iteroparous,I2,I2_12,-0.5,Not cold stratified,5/1/23,7
41,41_B,41_B_E,Iteroparous,I2,I2_12,-0.5,Not cold stratified,5/1/23,7
41,41_B,41_B_E,Iteroparous,I2,I2_12,-0.5,Not cold stratified,5/1/23,7
41,41_B,41_B_E,Iteroparous,I2,I2_12,-0.5,Not cold stratified,5/1/23,7
41,41_B,41_B_E,Iteroparous,I2,I2_12,-0.5,Not cold stratified,5/1/23,7
41,41_B,41_B_F,Iteroparous,I1,I1_14,0,Cold stratified,5/1/23,7
41,41_B,41_B_F,Iteroparous,I1,I1_14,0,Cold stratified,5/1/23,7
41,41_B,41_B_F,Iteroparous,I1,I1_14,0,Cold stratified,5/1/23,7
41,41_B,41_B_F,Iteroparous,I1,I1_14,0,Cold stratified,5/1/23,7
41,41_B,41_B_F,Iteroparous,I1,I1_14,0,Cold stratified,5/1/23,7
41,41_B,41_B_F,Iteroparous,I1,I1_14,0,Cold stratified,5/1/23,7
41,41_B,41_B_F,Iteroparous,I1,I1_14,0,Cold stratified,5/1/23,7
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_B,Iteroparous,I1,I1_2,0,Cold stratified,4/26/23,2
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/25/23,1
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/25/23,1
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/25/23,1
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/25/23,1
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/26/23,2
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/26/23,2
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/26/23,2
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/26/23,2
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/26/23,2
42,42_A,42_A_D,Semelparous,S3,S3_14,0,Cold stratified,4/26/23,2
42,42_A,42_A_F,Semelparous,S1,S1_2,-0.5,Not cold stratified,5/1/23,7
42,42_A,42_A_F,Semelparous,S1,S1_2,-0.5,Not cold stratified,5/1/23,7
42,42_A,42_A_F,Semelparous,S1,S1_2,-0.5,Not cold stratified,5/1/23,7
42,42_A,42_A_F,Semelparous,S1,S1_2,-0.5,Not cold stratified,5/3/23,9
42,42_A,42_A_F,Semelparous,S1,S1_2,-0.5,Not cold stratified,5/5/23,11
42,42_A,42_A_F,Semelparous,S1,S1_2,-0.5,Not cold stratified,5/8/23,14
42,42_A,42_A_F,Semelparous,S1,S1_2,-0.5,Not cold stratified,5/10/23,16
42,42_B,42_B_A,Iteroparous,I3,I3_15,0,Not cold stratified,4/28/23,4
42,42_B,42_B_A,Iteroparous,I3,I3_15,0,Not cold stratified,5/1/23,7
42,42_B,42_B_B,Semelparous,S2,S2_7,-0.5,Cold stratified,4/26/23,2
42,42_B,42_B_B,Semelparous,S2,S2_7,-0.5,Cold stratified,5/15/23,21
42,42_B,42_B_B,Semelparous,S2,S2_7,-0.5,Cold stratified,5/15/23,21
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/25/23,1
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/26/23,2
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/26/23,2
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/26/23,2
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/26/23,2
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/26/23,2
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/26/23,2
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/26/23,2
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/26/23,2
43,43_A,43_A_F,Semelparous,S2,S2_3,0,Cold stratified,4/26/23,2
43,43_B,43_B_A,Iteroparous,I3,I3_6,-1,Not cold stratified,5/1/23,7
43,43_B,43_B_A,Iteroparous,I3,I3_6,-1,Not cold stratified,5/1/23,7
43,43_B,43_B_A,Iteroparous,I3,I3_6,-1,Not cold stratified,5/1/23,7
43,43_B,43_B_A,Iteroparous,I3,I3_6,-1,Not cold stratified,5/1/23,7
43,43_B,43_B_A,Iteroparous,I3,I3_6,-1,Not cold stratified,5/3/23,9
44,44_A,44_A_A,Semelparous,S1,S1_15,-0.5,Not cold stratified,4/28/23,4
44,44_A,44_A_A,Semelparous,S1,S1_15,-0.5,Not cold stratified,4/28/23,4
44,44_A,44_A_A,Semelparous,S1,S1_15,-0.5,Not cold stratified,5/1/23,7
44,44_A,44_A_A,Semelparous,S1,S1_15,-0.5,Not cold stratified,5/1/23,7
44,44_A,44_A_A,Semelparous,S1,S1_15,-0.5,Not cold stratified,5/1/23,7
44,44_A,44_A_A,Semelparous,S1,S1_15,-0.5,Not cold stratified,5/1/23,7
44,44_A,44_A_A,Semelparous,S1,S1_15,-0.5,Not cold stratified,5/12/23,18
44,44_A,44_A_E,Semelparous,S2,S2_3,0,Not cold stratified,4/26/23,2
44,44_B,44_B_E,Iteroparous,I1,I1_6,-0.5,Cold stratified,4/28/23,4
44,44_B,44_B_E,Iteroparous,I1,I1_6,-0.5,Cold stratified,5/1/23,7
44,44_B,44_B_E,Iteroparous,I1,I1_6,-0.5,Cold stratified,5/1/23,7
44,44_B,44_B_E,Iteroparous,I1,I1_6,-0.5,Cold stratified,5/1/23,7
44,44_B,44_B_E,Iteroparous,I1,I1_6,-0.5,Cold stratified,5/1/23,7
44,44_B,44_B_E,Iteroparous,I1,I1_6,-0.5,Cold stratified,5/3/23,9
44,44_B,44_B_E,Iteroparous,I1,I1_6,-0.5,Cold stratified,5/3/23,9
44,44_B,44_B_E,Iteroparous,I1,I1_6,-0.5,Cold stratified,5/3/23,9
44,44_B,44_B_F,Iteroparous,I2,I2_11,0,Not cold stratified,4/28/23,4
44,44_B,44_B_F,Iteroparous,I2,I2_11,0,Not cold stratified,4/28/23,4
44,44_B,44_B_F,Iteroparous,I2,I2_11,0,Not cold stratified,4/28/23,4
44,44_B,44_B_F,Iteroparous,I2,I2_11,0,Not cold stratified,4/28/23,4
44,44_B,44_B_F,Iteroparous,I2,I2_11,0,Not cold stratified,5/1/23,7
44,44_B,44_B_F,Iteroparous,I2,I2_11,0,Not cold stratified,5/1/23,7
44,44_B,44_B_F,Iteroparous,I2,I2_11,0,Not cold stratified,5/1/23,7
44,44_B,44_B_F,Iteroparous,I2,I2_11,0,Not cold stratified,5/1/23,7
44,44_B,44_B_F,Iteroparous,I2,I2_11,0,Not cold stratified,5/5/23,11
45,45_A,45_A_A,Semelparous,S3,S3_6,0,Cold stratified,4/25/23,1
45,45_A,45_A_A,Semelparous,S3,S3_6,0,Cold stratified,4/25/23,1
45,45_A,45_A_A,Semelparous,S3,S3_6,0,Cold stratified,4/26/23,2
45,45_A,45_A_A,Semelparous,S3,S3_6,0,Cold stratified,4/26/23,2
45,45_A,45_A_A,Semelparous,S3,S3_6,0,Cold stratified,4/26/23,2
45,45_A,45_A_A,Semelparous,S3,S3_6,0,Cold stratified,4/26/23,2
45,45_A,45_A_A,Semelparous,S3,S3_6,0,Cold stratified,4/26/23,2
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,5/1/23,7
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,5/1/23,7
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,5/1/23,7
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,5/1/23,7
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,5/1/23,7
45,45_A,45_A_C,Semelparous,S1,S1_16,0,Not cold stratified,5/1/23,7
45,45_A,45_A_E,Iteroparous,I3,I3_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_E,Iteroparous,I3,I3_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_E,Iteroparous,I3,I3_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_E,Iteroparous,I3,I3_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_E,Iteroparous,I3,I3_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_E,Iteroparous,I3,I3_16,0,Not cold stratified,4/28/23,4
45,45_A,45_A_E,Iteroparous,I3,I3_16,0,Not cold stratified,5/1/23,7
45,45_A,45_A_E,Iteroparous,I3,I3_16,0,Not cold stratified,5/3/23,9
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,4/26/23,2
45,45_B,45_B_A,Iteroparous,I2,I2_16,0,Cold stratified,5/1/23,7
45,45_B,45_B_B,Iteroparous,I1,I1_20,0,Not cold stratified,4/26/23,2
45,45_B,45_B_B,Iteroparous,I1,I1_20,0,Not cold stratified,4/26/23,2
45,45_B,45_B_B,Iteroparous,I1,I1_20,0,Not cold stratified,4/26/23,2
45,45_B,45_B_B,Iteroparous,I1,I1_20,0,Not cold stratified,4/28/23,4
45,45_B,45_B_B,Iteroparous,I1,I1_20,0,Not cold stratified,5/1/23,7
45,45_B,45_B_B,Iteroparous,I1,I1_20,0,Not cold stratified,5/1/23,7
45,45_B,45_B_B,Iteroparous,I1,I1_20,0,Not cold stratified,5/1/23,7
45,45_B,45_B_B,Iteroparous,I1,I1_20,0,Not cold stratified,5/1/23,7
46,46_B,46_B_C,Iteroparous,I2,I2_13,-0.5,Not cold stratified,5/1/23,7
46,46_B,46_B_C,Iteroparous,I2,I2_13,-0.5,Not cold stratified,5/1/23,7
46,46_B,46_B_C,Iteroparous,I2,I2_13,-0.5,Not cold stratified,5/1/23,7
46,46_B,46_B_C,Iteroparous,I2,I2_13,-0.5,Not cold stratified,5/1/23,7
46,46_B,46_B_C,Iteroparous,I2,I2_13,-0.5,Not cold stratified,5/1/23,7
46,46_B,46_B_C,Iteroparous,I2,I2_13,-0.5,Not cold stratified,5/1/23,7
46,46_B,46_B_C,Iteroparous,I2,I2_13,-0.5,Not cold stratified,5/1/23,7
46,46_B,46_B_C,Iteroparous,I2,I2_13,-0.5,Not cold stratified,5/1/23,7
46,46_B,46_B_C,Iteroparous,I2,I2_13,-0.5,Not cold stratified,5/3/23,9
46,46_B,46_B_E,Semelparous,S2,S2_6,0,Not cold stratified,5/8/23,14
46,46_B,46_B_E,Semelparous,S2,S2_6,0,Not cold stratified,5/12/23,18
46,46_B,46_B_E,Semelparous,S2,S2_6,0,Not cold stratified,5/15/23,21
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,4/26/23,2
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,4/26/23,2
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,4/26/23,2
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,4/26/23,2
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,4/26/23,2
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,4/28/23,4
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,4/28/23,4
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,4/28/23,4
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,4/28/23,4
47,47_A,47_A_B,Iteroparous,I2,I2_9,0,Cold stratified,5/1/23,7
47,47_B,47_B_A,Iteroparous,I1,I1_20,-0.5,Cold stratified,4/26/23,2
47,47_B,47_B_A,Iteroparous,I1,I1_20,-0.5,Cold stratified,4/28/23,4
47,47_B,47_B_E,Semelparous,S1,S1_10,0,Cold stratified,4/26/23,2
47,47_B,47_B_E,Semelparous,S1,S1_10,0,Cold stratified,4/26/23,2
47,47_B,47_B_E,Semelparous,S1,S1_10,0,Cold stratified,4/26/23,2
47,47_B,47_B_E,Semelparous,S1,S1_10,0,Cold stratified,4/26/23,2
47,47_B,47_B_E,Semelparous,S1,S1_10,0,Cold stratified,4/26/23,2
47,47_B,47_B_E,Semelparous,S1,S1_10,0,Cold stratified,4/26/23,2
47,47_B,47_B_E,Semelparous,S1,S1_10,0,Cold stratified,4/28/23,4
47,47_B,47_B_F,Iteroparous,I3,I3_19,-0.5,Cold stratified,4/28/23,4
48,48_A,48_A_C,Iteroparous,I3,I3_19,-0.5,Not cold stratified,5/1/23,7
48,48_A,48_A_C,Iteroparous,I3,I3_19,-0.5,Not cold stratified,5/1/23,7
48,48_A,48_A_D,Semelparous,S1,S1_11,-1,Not cold stratified,5/8/23,14
48,48_A,48_A_D,Semelparous,S1,S1_11,-1,Not cold stratified,5/10/23,16
48,48_B,48_B_A,Iteroparous,I1,I1_8,0,Not cold stratified,4/26/23,2
48,48_B,48_B_A,Iteroparous,I1,I1_8,0,Not cold stratified,4/28/23,4
48,48_B,48_B_A,Iteroparous,I1,I1_8,0,Not cold stratified,4/28/23,4
48,48_B,48_B_A,Iteroparous,I1,I1_8,0,Not cold stratified,5/1/23,7
48,48_B,48_B_A,Iteroparous,I1,I1_8,0,Not cold stratified,5/1/23,7
48,48_B,48_B_A,Iteroparous,I1,I1_8,0,Not cold stratified,5/1/23,7
48,48_B,48_B_A,Iteroparous,I1,I1_8,0,Not cold stratified,5/1/23,7
48,48_B,48_B_A,Iteroparous,I1,I1_8,0,Not cold stratified,5/1/23,7
48,48_B,48_B_A,Iteroparous,I1,I1_8,0,Not cold stratified,5/1/23,7
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,4/28/23,4
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,4/28/23,4
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,5/1/23,7
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,5/1/23,7
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,5/1/23,7
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,5/3/23,9
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,5/3/23,9
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,5/3/23,9
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,5/3/23,9
48,48_B,48_B_B,Iteroparous,I2,I2_12,-0.5,Cold stratified,5/5/23,11
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,4/26/23,2
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,4/26/23,2
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,4/28/23,4
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,4/28/23,4
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,4/28/23,4
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,4/28/23,4
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,4/28/23,4
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,5/1/23,7
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,5/1/23,7
49,49_A,49_A_B,Semelparous,S1,S1_4,0,Not cold stratified,5/1/23,7
49,49_A,49_A_E,Iteroparous,I1,I1_19,-0.5,Cold stratified,4/28/23,4
49,49_A,49_A_E,Iteroparous,I1,I1_19,-0.5,Cold stratified,5/1/23,7
49,49_A,49_A_E,Iteroparous,I1,I1_19,-0.5,Cold stratified,5/1/23,7
49,49_A,49_A_E,Iteroparous,I1,I1_19,-0.5,Cold stratified,5/1/23,7
49,49_A,49_A_E,Iteroparous,I1,I1_19,-0.5,Cold stratified,5/1/23,7
49,49_A,49_A_E,Iteroparous,I1,I1_19,-0.5,Cold stratified,5/3/23,9
49,49_A,49_A_E,Iteroparous,I1,I1_19,-0.5,Cold stratified,5/3/23,9
49,49_A,49_A_E,Iteroparous,I1,I1_19,-0.5,Cold stratified,5/3/23,9
49,49_A,49_A_E,Iteroparous,I1,I1_19,-0.5,Cold stratified,5/5/23,11
5,5_A,5_A_A,Semelparous,S2,S2_8,0,Cold stratified,4/25/23,1
5,5_A,5_A_A,Semelparous,S2,S2_8,0,Cold stratified,4/25/23,1
5,5_A,5_A_A,Semelparous,S2,S2_8,0,Cold stratified,4/26/23,2
5,5_A,5_A_A,Semelparous,S2,S2_8,0,Cold stratified,4/26/23,2
5,5_A,5_A_A,Semelparous,S2,S2_8,0,Cold stratified,4/26/23,2
5,5_A,5_A_A,Semelparous,S2,S2_8,0,Cold stratified,4/26/23,2
5,5_A,5_A_A,Semelparous,S2,S2_8,0,Cold stratified,4/26/23,2
5,5_A,5_A_A,Semelparous,S2,S2_8,0,Cold stratified,4/26/23,2
5,5_A,5_A_A,Semelparous,S2,S2_8,0,Cold stratified,4/26/23,2
5,5_A,5_A_B,Semelparous,S1,S1_28,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_B,Semelparous,S1,S1_28,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_B,Semelparous,S1,S1_28,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_B,Semelparous,S1,S1_28,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_B,Semelparous,S1,S1_28,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_B,Semelparous,S1,S1_28,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_B,Semelparous,S1,S1_28,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_B,Semelparous,S1,S1_28,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_C,Iteroparous,I2,I2_9,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_C,Iteroparous,I2,I2_9,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_C,Iteroparous,I2,I2_9,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_C,Iteroparous,I2,I2_9,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_C,Iteroparous,I2,I2_9,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_C,Iteroparous,I2,I2_9,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_C,Iteroparous,I2,I2_9,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_C,Iteroparous,I2,I2_9,-0.5,Cold stratified,4/28/23,4
5,5_A,5_A_C,Iteroparous,I2,I2_9,-0.5,Cold stratified,5/1/23,7
5,5_B,5_B_B,Iteroparous,I3,I3_5,0,Not cold stratified,5/1/23,7
5,5_B,5_B_B,Iteroparous,I3,I3_5,0,Not cold stratified,5/3/23,9
5,5_B,5_B_B,Iteroparous,I3,I3_5,0,Not cold stratified,5/5/23,11
5,5_B,5_B_F,Iteroparous,I1,I1_12,-1,Cold stratified,4/28/23,4
50,50_A,50_A_C,Iteroparous,I2,I2_11,-0.5,Not cold stratified,4/28/23,4
50,50_A,50_A_C,Iteroparous,I2,I2_11,-0.5,Not cold stratified,5/1/23,7
50,50_A,50_A_C,Iteroparous,I2,I2_11,-0.5,Not cold stratified,5/1/23,7
50,50_A,50_A_C,Iteroparous,I2,I2_11,-0.5,Not cold stratified,5/1/23,7
50,50_A,50_A_C,Iteroparous,I2,I2_11,-0.5,Not cold stratified,5/1/23,7
50,50_B,50_B_C,Semelparous,S3,S3_20,-0.5,Not cold stratified,5/1/23,7
50,50_B,50_B_C,Semelparous,S3,S3_20,-0.5,Not cold stratified,5/1/23,7
50,50_B,50_B_C,Semelparous,S3,S3_20,-0.5,Not cold stratified,5/3/23,9
50,50_B,50_B_C,Semelparous,S3,S3_20,-0.5,Not cold stratified,5/3/23,9
50,50_B,50_B_C,Semelparous,S3,S3_20,-0.5,Not cold stratified,5/3/23,9
50,50_B,50_B_C,Semelparous,S3,S3_20,-0.5,Not cold stratified,5/5/23,11
50,50_B,50_B_E,Iteroparous,I3,I3_14,0,Not cold stratified,4/28/23,4
