plate_pair,plate,well,ecotype,site,seed_family,water_potential,cold_stratification,Date,Day
23,23_B,23_B_D,Iteroparous,I3,I3_10,0,Cold stratified,4/26/23,2
23,23_B,23_B_D,Iteroparous,I3,I3_10,0,Cold stratified,5/1/23,7
24,24_A,24_A_A,Iteroparous,I1,I1_12,-0.5,Not cold stratified,5/1/23,7
24,24_A,24_A_A,Iteroparous,I1,I1_12,-0.5,Not cold stratified,5/1/23,7
24,24_A,24_A_A,Iteroparous,I1,I1_12,-0.5,Not cold stratified,5/1/23,7
24,24_A,24_A_A,Iteroparous,I1,I1_12,-0.5,Not cold stratified,5/1/23,7
24,24_A,24_A_A,Iteroparous,I1,I1_12,-0.5,Not cold stratified,5/1/23,7
24,24_A,24_A_A,Iteroparous,I1,I1_12,-0.5,Not cold stratified,5/3/23,9
24,24_A,24_A_A,Iteroparous,I1,I1_12,-0.5,Not cold stratified,5/3/23,9
24,24_A,24_A_A,Iteroparous,I1,I1_12,-0.5,Not cold stratified,5/5/23,11
24,24_A,24_A_F,Iteroparous,I2,I2_10,-1,Not cold stratified,5/3/23,9
25,25_A,25_A_E,Iteroparous,I1,I1_12,-0.5,Cold stratified,4/28/23,4
25,25_A,25_A_E,Iteroparous,I1,I1_12,-0.5,Cold stratified,4/28/23,4
25,25_A,25_A_E,Iteroparous,I1,I1_12,-0.5,Cold stratified,5/1/23,7
25,25_A,25_A_E,Iteroparous,I1,I1_12,-0.5,Cold stratified,5/1/23,7
25,25_A,25_A_E,Iteroparous,I1,I1_12,-0.5,Cold stratified,5/1/23,7
25,25_A,25_A_E,Iteroparous,I1,I1_12,-0.5,Cold stratified,5/1/23,7
25,25_B,25_B_B,Iteroparous,I2,I2_4,-0.5,Not cold stratified,4/28/23,4
25,25_B,25_B_B,Iteroparous,I2,I2_4,-0.5,Not cold stratified,4/28/23,4
25,25_B,25_B_B,Iteroparous,I2,I2_4,-0.5,Not cold stratified,4/28/23,4
25,25_B,25_B_B,Iteroparous,I2,I2_4,-0.5,Not cold stratified,5/1/23,7
25,25_B,25_B_B,Iteroparous,I2,I2_4,-0.5,Not cold stratified,5/1/23,7
25,25_B,25_B_B,Iteroparous,I2,I2_4,-0.5,Not cold stratified,5/1/23,7
25,25_B,25_B_B,Iteroparous,I2,I2_4,-0.5,Not cold stratified,5/1/23,7
25,25_B,25_B_B,Iteroparous,I2,I2_4,-0.5,Not cold stratified,5/1/23,7
26,26_A,26_A_B,Iteroparous,I3,I3_19,0,Cold stratified,4/28/23,4
26,26_A,26_A_B,Iteroparous,I3,I3_19,0,Cold stratified,5/1/23,7
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,4/28/23,4
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,4/28/23,4
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,4/28/23,4
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,5/1/23,7
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,5/1/23,7
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,5/1/23,7
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,5/1/23,7
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,5/1/23,7
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,5/1/23,7
26,26_B,26_B_E,Iteroparous,I2,I2_5,-0.5,Not cold stratified,5/12/23,18
27,27_A,27_A_D,Semelparous,S2,S2_1,0,Not cold stratified,5/12/23,18
27,27_A,27_A_D,Semelparous,S2,S2_1,0,Not cold stratified,5/12/23,18
27,27_A,27_A_F,Semelparous,S1,S1_12,0,Not cold stratified,4/28/23,4
27,27_A,27_A_F,Semelparous,S1,S1_12,0,Not cold stratified,4/28/23,4
27,27_A,27_A_F,Semelparous,S1,S1_12,0,Not cold stratified,5/8/23,14
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,4/26/23,2
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,4/26/23,2
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,4/26/23,2
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,4/26/23,2
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,4/26/23,2
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,4/26/23,2
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,4/26/23,2
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,4/28/23,4
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,4/28/23,4
27,27_B,27_B_B,Iteroparous,I2,I2_1,0,Cold stratified,5/1/23,7
28,28_A,28_A_A,Iteroparous,I2,I2_12,0,Not cold stratified,4/28/23,4
28,28_A,28_A_A,Iteroparous,I2,I2_12,0,Not cold stratified,4/28/23,4
28,28_A,28_A_A,Iteroparous,I2,I2_12,0,Not cold stratified,4/28/23,4
28,28_A,28_A_A,Iteroparous,I2,I2_12,0,Not cold stratified,4/28/23,4
28,28_A,28_A_A,Iteroparous,I2,I2_12,0,Not cold stratified,5/1/23,7
28,28_A,28_A_A,Iteroparous,I2,I2_12,0,Not cold stratified,5/1/23,7
28,28_A,28_A_A,Iteroparous,I2,I2_12,0,Not cold stratified,5/1/23,7
28,28_B,28_B_D,Iteroparous,I3,I3_16,-0.5,Not cold stratified,4/28/23,4
28,28_B,28_B_D,Iteroparous,I3,I3_16,-0.5,Not cold stratified,5/1/23,7
28,28_B,28_B_F,Iteroparous,I1,I1_19,0,Cold stratified,4/28/23,4
28,28_B,28_B_F,Iteroparous,I1,I1_19,0,Cold stratified,4/28/23,4
28,28_B,28_B_F,Iteroparous,I1,I1_19,0,Cold stratified,4/28/23,4
28,28_B,28_B_F,Iteroparous,I1,I1_19,0,Cold stratified,4/28/23,4
28,28_B,28_B_F,Iteroparous,I1,I1_19,0,Cold stratified,4/28/23,4
28,28_B,28_B_F,Iteroparous,I1,I1_19,0,Cold stratified,5/1/23,7
28,28_B,28_B_F,Iteroparous,I1,I1_19,0,Cold stratified,5/1/23,7
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/25/23,1
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/25/23,1
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/25/23,1
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/25/23,1
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/25/23,1
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/25/23,1
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/25/23,1
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/25/23,1
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/26/23,2
29,29_A,29_A_B,Semelparous,S3,S3_7,0,Cold stratified,4/26/23,2
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,4/26/23,2
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,4/26/23,2
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,4/28/23,4
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,4/28/23,4
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,4/28/23,4
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,4/28/23,4
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,4/28/23,4
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,4/28/23,4
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,4/28/23,4
29,29_A,29_A_C,Iteroparous,I2,I2_13,0,Cold stratified,5/1/23,7
29,29_B,29_B_B,Semelparous,S1,S1_10,-0.5,Cold stratified,5/1/23,7
29,29_B,29_B_B,Semelparous,S1,S1_10,-0.5,Cold stratified,5/1/23,7
29,29_B,29_B_B,Semelparous,S1,S1_10,-0.5,Cold stratified,5/3/23,9
3,3_A,3_A_B,Iteroparous,I3,I3_20,0,Not cold stratified,4/28/23,4
3,3_A,3_A_B,Iteroparous,I3,I3_20,0,Not cold stratified,4/28/23,4
3,3_A,3_A_B,Iteroparous,I3,I3_20,0,Not cold stratified,4/28/23,4
3,3_A,3_A_B,Iteroparous,I3,I3_20,0,Not cold stratified,4/28/23,4
3,3_A,3_A_B,Iteroparous,I3,I3_20,0,Not cold stratified,5/1/23,7
3,3_A,3_A_B,Iteroparous,I3,I3_20,0,Not cold stratified,5/3/23,9
3,3_B,3_B_F,Iteroparous,I2,I2_5,-0.5,Cold stratified,4/28/23,4
3,3_B,3_B_F,Iteroparous,I2,I2_5,-0.5,Cold stratified,4/28/23,4
3,3_B,3_B_F,Iteroparous,I2,I2_5,-0.5,Cold stratified,4/28/23,4
3,3_B,3_B_F,Iteroparous,I2,I2_5,-0.5,Cold stratified,4/28/23,4
3,3_B,3_B_F,Iteroparous,I2,I2_5,-0.5,Cold stratified,4/28/23,4
3,3_B,3_B_F,Iteroparous,I2,I2_5,-0.5,Cold stratified,4/28/23,4
3,3_B,3_B_F,Iteroparous,I2,I2_5,-0.5,Cold stratified,4/28/23,4
3,3_B,3_B_F,Iteroparous,I2,I2_5,-0.5,Cold stratified,4/28/23,4
3,3_B,3_B_F,Iteroparous,I2,I2_5,-0.5,Cold stratified,4/28/23,4
30,30_A,30_A_B,Iteroparous,I1,I1_8,0,Cold stratified,4/26/23,2
30,30_A,30_A_B,Iteroparous,I1,I1_8,0,Cold stratified,4/26/23,2
30,30_A,30_A_B,Iteroparous,I1,I1_8,0,Cold stratified,4/26/23,2
30,30_A,30_A_B,Iteroparous,I1,I1_8,0,Cold stratified,4/26/23,2
30,30_A,30_A_B,Iteroparous,I1,I1_8,0,Cold stratified,4/28/23,4
30,30_A,30_A_B,Iteroparous,I1,I1_8,0,Cold stratified,4/28/23,4
30,30_A,30_A_B,Iteroparous,I1,I1_8,0,Cold stratified,4/28/23,4
30,30_A,30_A_B,Iteroparous,I1,I1_8,0,Cold stratified,4/28/23,4
30,30_A,30_A_C,Semelparous,S2,S2_10,-0.5,Cold stratified,4/26/23,2
30,30_A,30_A_C,Semelparous,S2,S2_10,-0.5,Cold stratified,4/26/23,2
30,30_A,30_A_C,Semelparous,S2,S2_10,-0.5,Cold stratified,4/26/23,2
30,30_A,30_A_C,Semelparous,S2,S2_10,-0.5,Cold stratified,4/28/23,4
30,30_A,30_A_C,Semelparous,S2,S2_10,-0.5,Cold stratified,4/28/23,4
30,30_A,30_A_F,Semelparous,S3,S3_15,-1,Cold stratified,5/1/23,7
30,30_B,30_B_B,Iteroparous,I2,I2_11,0,Cold stratified,4/26/23,2
30,30_B,30_B_B,Iteroparous,I2,I2_11,0,Cold stratified,4/26/23,2
30,30_B,30_B_B,Iteroparous,I2,I2_11,0,Cold stratified,4/26/23,2
30,30_B,30_B_B,Iteroparous,I2,I2_11,0,Cold stratified,4/28/23,4
30,30_B,30_B_B,Iteroparous,I2,I2_11,0,Cold stratified,4/28/23,4
30,30_B,30_B_B,Iteroparous,I2,I2_11,0,Cold stratified,5/1/23,7
30,30_B,30_B_B,Iteroparous,I2,I2_11,0,Cold stratified,5/3/23,9
31,31_A,31_A_B,Iteroparous,I2,I2_9,-1,Cold stratified,5/3/23,9
31,31_A,31_A_B,Iteroparous,I2,I2_9,-1,Cold stratified,5/8/23,14
31,31_A,31_A_B,Iteroparous,I2,I2_9,-1,Cold stratified,5/10/23,16
31,31_A,31_A_B,Iteroparous,I2,I2_9,-1,Cold stratified,5/10/23,16
31,31_A,31_A_C,Iteroparous,I1,I1_16,0,Cold stratified,4/26/23,2
31,31_A,31_A_C,Iteroparous,I1,I1_16,0,Cold stratified,4/26/23,2
31,31_A,31_A_C,Iteroparous,I1,I1_16,0,Cold stratified,4/26/23,2
31,31_A,31_A_C,Iteroparous,I1,I1_16,0,Cold stratified,4/26/23,2
31,31_A,31_A_C,Iteroparous,I1,I1_16,0,Cold stratified,4/26/23,2
31,31_A,31_A_C,Iteroparous,I1,I1_16,0,Cold stratified,4/28/23,4
31,31_A,31_A_C,Iteroparous,I1,I1_16,0,Cold stratified,4/28/23,4
31,31_A,31_A_C,Iteroparous,I1,I1_16,0,Cold stratified,5/1/23,7
31,31_A,31_A_C,Iteroparous,I1,I1_16,0,Cold stratified,5/1/23,7
31,31_A,31_A_E,Semelparous,S1,S1_15,-1,Not cold stratified,5/1/23,7
31,31_A,31_A_E,Semelparous,S1,S1_15,-1,Not cold stratified,5/1/23,7
31,31_A,31_A_E,Semelparous,S1,S1_15,-1,Not cold stratified,5/3/23,9
31,31_A,31_A_E,Semelparous,S1,S1_15,-1,Not cold stratified,5/8/23,14
31,31_A,31_A_E,Semelparous,S1,S1_15,-1,Not cold stratified,5/8/23,14
31,31_A,31_A_E,Semelparous,S1,S1_15,-1,Not cold stratified,5/8/23,14
31,31_A,31_A_E,Semelparous,S1,S1_15,-1,Not cold stratified,5/8/23,14
31,31_A,31_A_E,Semelparous,S1,S1_15,-1,Not cold stratified,5/8/23,14
31,31_A,31_A_E,Semelparous,S1,S1_15,-1,Not cold stratified,5/8/23,14
31,31_B,31_B_B,Semelparous,S3,S3_20,0,Cold stratified,4/26/23,2
31,31_B,31_B_B,Semelparous,S3,S3_20,0,Cold stratified,4/26/23,2
31,31_B,31_B_B,Semelparous,S3,S3_20,0,Cold stratified,4/26/23,2
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,4/28/23,4
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,5/1/23,7
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,5/1/23,7
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,5/1/23,7
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,5/1/23,7
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,5/1/23,7
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,5/3/23,9
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,5/3/23,9
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,5/5/23,11
32,32_A,32_A_C,Iteroparous,I2,I2_13,0,Not cold stratified,5/5/23,11
32,32_B,32_B_E,Semelparous,S3,S3_2,0,Cold stratified,4/25/23,1
32,32_B,32_B_E,Semelparous,S3,S3_2,0,Cold stratified,4/25/23,1
32,32_B,32_B_E,Semelparous,S3,S3_2,0,Cold stratified,4/26/23,2
32,32_B,32_B_E,Semelparous,S3,S3_2,0,Cold stratified,4/26/23,2
32,32_B,32_B_E,Semelparous,S3,S3_2,0,Cold stratified,4/26/23,2
32,32_B,32_B_E,Semelparous,S3,S3_2,0,Cold stratified,4/26/23,2
32,32_B,32_B_E,Semelparous,S3,S3_2,0,Cold stratified,4/26/23,2
32,32_B,32_B_E,Semelparous,S3,S3_2,0,Cold stratified,4/28/23,4
33,33_A,33_A_B,Semelparous,S1,S1_11,-0.5,Not cold stratified,4/28/23,4
33,33_A,33_A_B,Semelparous,S1,S1_11,-0.5,Not cold stratified,4/28/23,4
33,33_A,33_A_B,Semelparous,S1,S1_11,-0.5,Not cold stratified,4/28/23,4
33,33_A,33_A_B,Semelparous,S1,S1_11,-0.5,Not cold stratified,4/28/23,4
33,33_A,33_A_B,Semelparous,S1,S1_11,-0.5,Not cold stratified,5/1/23,7
33,33_A,33_A_B,Semelparous,S1,S1_11,-0.5,Not cold stratified,5/1/23,7
33,33_A,33_A_B,Semelparous,S1,S1_11,-0.5,Not cold stratified,5/1/23,7
33,33_A,33_A_B,Semelparous,S1,S1_11,-0.5,Not cold stratified,5/1/23,7
33,33_A,33_A_B,Semelparous,S1,S1_11,-0.5,Not cold stratified,5/10/23,16
33,33_B,33_B_C,Semelparous,S3,S3_4,0,Cold stratified,4/25/23,1
33,33_B,33_B_C,Semelparous,S3,S3_4,0,Cold stratified,4/25/23,1
33,33_B,33_B_C,Semelparous,S3,S3_4,0,Cold stratified,4/25/23,1
33,33_B,33_B_C,Semelparous,S3,S3_4,0,Cold stratified,4/26/23,2
33,33_B,33_B_C,Semelparous,S3,S3_4,0,Cold stratified,4/26/23,2
33,33_B,33_B_C,Semelparous,S3,S3_4,0,Cold stratified,4/26/23,2
33,33_B,33_B_C,Semelparous,S3,S3_4,0,Cold stratified,4/26/23,2
33,33_B,33_B_C,Semelparous,S3,S3_4,0,Cold stratified,4/26/23,2
33,33_B,33_B_C,Semelparous,S3,S3_4,0,Cold stratified,4/26/23,2
33,33_B,33_B_E,Iteroparous,I1,I1_4,0,Cold stratified,4/26/23,2
33,33_B,33_B_E,Iteroparous,I1,I1_4,0,Cold stratified,4/26/23,2
33,33_B,33_B_E,Iteroparous,I1,I1_4,0,Cold stratified,4/28/23,4
33,33_B,33_B_E,Iteroparous,I1,I1_4,0,Cold stratified,5/1/23,7
33,33_B,33_B_E,Iteroparous,I1,I1_4,0,Cold stratified,5/3/23,9
34,34_A,34_A_B,Iteroparous,I2,I2_7,-1,Cold stratified,5/1/23,7
34,34_A,34_A_B,Iteroparous,I2,I2_7,-1,Cold stratified,5/15/23,21
34,34_A,34_A_F,Semelparous,S1,S1_2,0,Cold stratified,4/26/23,2
34,34_A,34_A_F,Semelparous,S1,S1_2,0,Cold stratified,4/26/23,2
34,34_A,34_A_F,Semelparous,S1,S1_2,0,Cold stratified,4/26/23,2
34,34_A,34_A_F,Semelparous,S1,S1_2,0,Cold stratified,4/26/23,2
34,34_A,34_A_F,Semelparous,S1,S1_2,0,Cold stratified,4/28/23,4
34,34_A,34_A_F,Semelparous,S1,S1_2,0,Cold stratified,5/1/23,7
34,34_A,34_A_F,Semelparous,S1,S1_2,0,Cold stratified,5/1/23,7
34,34_B,34_B_E,Semelparous,S3,S3_7,0,Not cold stratified,5/1/23,7
34,34_B,34_B_E,Semelparous,S3,S3_7,0,Not cold stratified,5/1/23,7
34,34_B,34_B_E,Semelparous,S3,S3_7,0,Not cold stratified,5/1/23,7
34,34_B,34_B_E,Semelparous,S3,S3_7,0,Not cold stratified,5/1/23,7
34,34_B,34_B_E,Semelparous,S3,S3_7,0,Not cold stratified,5/1/23,7
35,35_A,35_A_B,Semelparous,S3,S3_11,0,Not cold stratified,5/1/23,7
35,35_A,35_A_B,Semelparous,S3,S3_11,0,Not cold stratified,5/1/23,7
35,35_A,35_A_B,Semelparous,S3,S3_11,0,Not cold stratified,5/1/23,7
35,35_A,35_A_B,Semelparous,S3,S3_11,0,Not cold stratified,5/1/23,7
35,35_A,35_A_D,Semelparous,S2,S2_5,-1,Not cold stratified,4/26/23,2
35,35_A,35_A_D,Semelparous,S2,S2_5,-1,Not cold stratified,5/1/23,7
35,35_A,35_A_E,Iteroparous,I1,I1_18,-0.5,Not cold stratified,4/28/23,4
35,35_A,35_A_E,Iteroparous,I1,I1_18,-0.5,Not cold stratified,4/28/23,4
35,35_A,35_A_E,Iteroparous,I1,I1_18,-0.5,Not cold stratified,5/15/23,21
35,35_A,35_A_F,Semelparous,S1,S1_29,-0.5,Not cold stratified,5/3/23,9
35,35_A,35_A_F,Semelparous,S1,S1_29,-0.5,Not cold stratified,5/8/23,14
35,35_B,35_B_B,Iteroparous,I2,I2_1,-0.5,Not cold stratified,4/28/23,4
35,35_B,35_B_B,Iteroparous,I2,I2_1,-0.5,Not cold stratified,4/28/23,4
35,35_B,35_B_B,Iteroparous,I2,I2_1,-0.5,Not cold stratified,5/3/23,9
35,35_B,35_B_B,Iteroparous,I2,I2_1,-0.5,Not cold stratified,5/3/23,9
35,35_B,35_B_B,Iteroparous,I2,I2_1,-0.5,Not cold stratified,5/3/23,9
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/26/23,2
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/26/23,2
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/26/23,2
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/28/23,4
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/28/23,4
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/28/23,4
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/28/23,4
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/28/23,4
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/28/23,4
36,36_A,36_A_C,Iteroparous,I2,I2_16,0,Not cold stratified,4/28/23,4
36,36_B,36_B_A,Semelparous,S1,S1_10,0,Not cold stratified,4/28/23,4
36,36_B,36_B_A,Semelparous,S1,S1_10,0,Not cold stratified,4/28/23,4
36,36_B,36_B_E,Iteroparous,I1,I1_18,-0.5,Cold stratified,4/28/23,4
36,36_B,36_B_E,Iteroparous,I1,I1_18,-0.5,Cold stratified,4/28/23,4
37,37_A,37_A_B,Iteroparous,I1,I1_8,-0.5,Not cold stratified,5/1/23,7
37,37_A,37_A_B,Iteroparous,I1,I1_8,-0.5,Not cold stratified,5/1/23,7
37,37_A,37_A_B,Iteroparous,I1,I1_8,-0.5,Not cold stratified,5/1/23,7
37,37_A,37_A_B,Iteroparous,I1,I1_8,-0.5,Not cold stratified,5/1/23,7
37,37_A,37_A_B,Iteroparous,I1,I1_8,-0.5,Not cold stratified,5/1/23,7
37,37_A,37_A_B,Iteroparous,I1,I1_8,-0.5,Not cold stratified,5/3/23,9
37,37_A,37_A_B,Iteroparous,I1,I1_8,-0.5,Not cold stratified,5/8/23,14
37,37_A,37_A_B,Iteroparous,I1,I1_8,-0.5,Not cold stratified,5/8/23,14
37,37_A,37_A_B,Iteroparous,I1,I1_8,-0.5,Not cold stratified,5/10/23,16
37,37_B,37_B_B,Semelparous,S2,S2_6,-1,Cold stratified,5/12/23,18
37,37_B,37_B_E,Semelparous,S1,S1_4,-1,Cold stratified,4/28/23,4
37,37_B,37_B_E,Semelparous,S1,S1_4,-1,Cold stratified,4/28/23,4
37,37_B,37_B_E,Semelparous,S1,S1_4,-1,Cold stratified,5/1/23,7
37,37_B,37_B_E,Semelparous,S1,S1_4,-1,Cold stratified,5/1/23,7
37,37_B,37_B_E,Semelparous,S1,S1_4,-1,Cold stratified,5/3/23,9
37,37_B,37_B_E,Semelparous,S1,S1_4,-1,Cold stratified,5/8/23,14
37,37_B,37_B_F,Iteroparous,I3,I3_14,-0.5,Not cold stratified,5/1/23,7
37,37_B,37_B_F,Iteroparous,I3,I3_14,-0.5,Not cold stratified,5/10/23,16
38,38_A,38_A_A,Semelparous,S1,S1_16,-0.5,Cold stratified,4/28/23,4
38,38_A,38_A_A,Semelparous,S1,S1_16,-0.5,Cold stratified,4/28/23,4
38,38_A,38_A_A,Semelparous,S1,S1_16,-0.5,Cold stratified,4/28/23,4
38,38_A,38_A_A,Semelparous,S1,S1_16,-0.5,Cold stratified,4/28/23,4
38,38_A,38_A_A,Semelparous,S1,S1_16,-0.5,Cold stratified,4/28/23,4
38,38_A,38_A_A,Semelparous,S1,S1_16,-0.5,Cold stratified,5/1/23,7
38,38_A,38_A_A,Semelparous,S1,S1_16,-0.5,Cold stratified,5/1/23,7
38,38_A,38_A_A,Semelparous,S1,S1_16,-0.5,Cold stratified,5/3/23,9
38,38_A,38_A_A,Semelparous,S1,S1_16,-0.5,Cold stratified,5/3/23,9
38,38_A,38_A_B,Semelparous,S3,S3_6,-0.5,Not cold stratified,5/15/23,21
38,38_A,38_A_B,Semelparous,S3,S3_6,-0.5,Not cold stratified,5/15/23,21
38,38_A,38_A_C,Iteroparous,I3,I3_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_C,Iteroparous,I3,I3_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_C,Iteroparous,I3,I3_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_C,Iteroparous,I3,I3_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_C,Iteroparous,I3,I3_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_C,Iteroparous,I3,I3_19,0,Not cold stratified,5/8/23,14
38,38_A,38_A_F,Iteroparous,I1,I1_19,0,Not cold stratified,4/26/23,2
38,38_A,38_A_F,Iteroparous,I1,I1_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_F,Iteroparous,I1,I1_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_F,Iteroparous,I1,I1_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_F,Iteroparous,I1,I1_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_F,Iteroparous,I1,I1_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_F,Iteroparous,I1,I1_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_F,Iteroparous,I1,I1_19,0,Not cold stratified,5/1/23,7
38,38_A,38_A_F,Iteroparous,I1,I1_19,0,Not cold stratified,5/1/23,7
38,38_B,38_B_A,Semelparous,S2,S2_8,-1,Cold stratified,5/12/23,18
38,38_B,38_B_D,Iteroparous,I2,I2_1,0,Not cold stratified,4/28/23,4
38,38_B,38_B_D,Iteroparous,I2,I2_1,0,Not cold stratified,4/28/23,4
38,38_B,38_B_D,Iteroparous,I2,I2_1,0,Not cold stratified,4/28/23,4
38,38_B,38_B_D,Iteroparous,I2,I2_1,0,Not cold stratified,4/28/23,4
38,38_B,38_B_D,Iteroparous,I2,I2_1,0,Not cold stratified,4/28/23,4
38,38_B,38_B_D,Iteroparous,I2,I2_1,0,Not cold stratified,4/28/23,4
38,38_B,38_B_D,Iteroparous,I2,I2_1,0,Not cold stratified,4/28/23,4
38,38_B,38_B_D,Iteroparous,I2,I2_1,0,Not cold stratified,5/1/23,7
38,38_B,38_B_D,Iteroparous,I2,I2_1,0,Not cold stratified,5/1/23,7
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,4/26/23,2
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,4/26/23,2
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,4/28/23,4
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,4/28/23,4
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,4/28/23,4
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,4/28/23,4
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,4/28/23,4
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,4/28/23,4
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,4/28/23,4
39,39_A,39_A_B,Iteroparous,I2,I2_10,0,Cold stratified,5/12/23,18
39,39_A,39_A_C,Semelparous,S1,S1_2,0,Not cold stratified,4/28/23,4
39,39_A,39_A_C,Semelparous,S1,S1_2,0,Not cold stratified,4/28/23,4
39,39_A,39_A_C,Semelparous,S1,S1_2,0,Not cold stratified,5/1/23,7
39,39_A,39_A_C,Semelparous,S1,S1_2,0,Not cold stratified,5/8/23,14
39,39_A,39_A_F,Iteroparous,I3,I3_20,-0.5,Cold stratified,5/1/23,7
39,39_A,39_A_F,Iteroparous,I3,I3_20,-0.5,Cold stratified,5/1/23,7
39,39_A,39_A_F,Iteroparous,I3,I3_20,-0.5,Cold stratified,5/1/23,7
